timestamp,country,city,latitude,longitude,pm25,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed
25:17.6,US,Los Angeles,34.052,-118.244,43.924,72.091,60.711,5.194,49.882,0.584,151,6.285,72.46,7.311
25:17.6,US,Los Angeles,34.052,-118.244,20.39,27.812,48.191,6.789,41.383,0.795,120,16.982,48.473,9.428
25:17.6,US,Los Angeles,34.052,-118.244,54.147,58.56,44.144,4.347,64.966,0.448,110,15.63,77.824,4.604
25:17.6,US,Los Angeles,34.052,-118.244,47.598,112.549,32.536,5.759,46.204,0.549,112,30.459,59.151,2.419
25:17.6,US,Los Angeles,34.052,-118.244,60.193,71.885,19.467,4.568,65.806,0.692,120,32.491,86.388,3.6
25:17.6,US,Los Angeles,34.052,-118.244,22.538,97.745,43.749,4.657,19.664,0.857,109,15.726,75.051,8.184
25:17.6,US,Los Angeles,34.052,-118.244,38.633,52.678,22.641,5.7,28.05,0.944,77,31.82,76.825,1.341
25:17.6,US,Los Angeles,34.052,-118.244,64.922,58.285,25.891,5.6,55.968,0.649,129,24.336,71.901,3.779
25:17.6,US,Los Angeles,34.052,-118.244,21.637,70.093,40.014,5.272,61.014,1.096,100,22.776,84.082,0.848
25:17.6,US,Los Angeles,34.052,-118.244,31.179,52.107,52.849,7.227,36.46,1.149,132,34.228,88.09,7.595
25:17.6,US,Los Angeles,34.052,-118.244,40.857,95.583,45.207,8.394,37.447,0.662,113,27.47,34.298,5.418
25:17.6,US,Los Angeles,34.052,-118.244,42.347,89.968,30.329,4.718,50.259,0.896,89,35.486,34.58,1.733
25:17.6,US,Los Angeles,34.052,-118.244,56.833,42.703,0.121,6.073,46.883,1.307,113,12.491,58.412,2.866
25:17.6,US,Los Angeles,34.052,-118.244,21.066,42.588,27.818,3.715,54.797,0.874,69,21.892,51.428,9.704
25:17.6,US,Los Angeles,34.052,-118.244,43.254,74.338,71.111,3.512,44.783,0.734,177,17.969,66.199,2.367
25:17.6,US,Los Angeles,34.052,-118.244,29.127,17.904,41.367,5.198,60.913,0.485,103,37.616,50.115,0.694
25:17.6,US,Los Angeles,34.052,-118.244,47.269,38.093,19.349,10.21,60.177,0.805,94,32.011,49.25,1.53
25:17.6,US,Los Angeles,34.052,-118.244,25.21,15.117,26.164,2.62,59.136,0.672,65,24.117,44.886,2.354
25:17.6,US,Los Angeles,34.052,-118.244,70.529,47.642,38.557,3.743,67.178,0.543,141,27.64,78.726,4.212
25:17.6,US,Los Angeles,34.052,-118.244,40.841,81.676,24.313,10.762,41.661,1.228,81,33.627,87.265,6.159
25:17.6,US,Los Angeles,34.052,-118.244,28.23,46.358,11.295,7.435,34.908,0.526,56,23.979,70.705,4.477
25:17.6,US,Los Angeles,34.052,-118.244,44.295,108.979,56.765,4.037,19.953,0.729,141,32.474,50.476,9.914
25:17.6,US,Los Angeles,34.052,-118.244,52.525,79.329,37.933,5.864,50.39,0.979,105,12.992,45.823,4.494
25:17.6,US,Los Angeles,34.052,-118.244,46.01,89.124,34.955,9.616,64.28,0.092,92,23.695,40.834,0.706
25:17.6,US,Los Angeles,34.052,-118.244,46.483,75.186,10.397,7.331,49.383,0.832,92,27.466,43.408,6.243
25:17.6,US,Los Angeles,34.052,-118.244,42.481,60.552,17.927,4.92,53.518,0.915,84,16.151,25.706,3.322
25:17.6,US,Los Angeles,34.052,-118.244,70.79,26.714,36.618,6.547,71.08,1.251,141,14.888,45.844,9.378
25:17.6,US,Los Angeles,34.052,-118.244,57.155,84.471,44.708,8.068,55.217,0.531,114,21.863,77.257,1.896
25:17.6,US,Los Angeles,34.052,-118.244,44.049,50.235,38.628,11.203,65.418,0.917,96,35.384,28.462,1.826
25:17.6,US,Los Angeles,34.052,-118.244,45.909,48.728,31.257,8.617,44.472,1.302,91,18.026,72.027,3.54
25:17.6,US,Los Angeles,34.052,-118.244,85.091,76.443,30.13,7.614,44.87,0.446,170,36.63,50.212,8.358
25:17.6,US,Los Angeles,34.052,-118.244,68.638,77.405,26.573,5.892,61.711,0.528,137,9.14,33.355,2.393
25:17.6,US,Los Angeles,34.052,-118.244,52.374,53.038,48.121,6.641,56.887,0.561,120,9.929,35.694,2.003
25:17.6,US,Los Angeles,34.052,-118.244,62.237,91.363,30.494,6.515,41.665,0.427,124,33.265,66.668,6.228
25:17.6,US,Los Angeles,34.052,-118.244,36.538,41.605,27.902,5.988,67.3,0.9,73,10.571,64.061,6.271
25:17.6,US,Los Angeles,34.052,-118.244,31.011,47.766,36.013,8.632,45.827,0.889,90,26.637,39.223,4.103
25:17.6,US,Los Angeles,34.052,-118.244,44.5,69.243,18.131,2.46,55.374,0.834,88,33.539,25.093,4.417
25:17.6,US,Los Angeles,34.052,-118.244,33.202,86.771,15.327,3.238,31.863,0.607,86,31.514,77.186,9.134
25:17.6,US,Los Angeles,34.052,-118.244,34.57,41.473,35.091,5.721,34.04,0.867,87,19.406,37.909,1.159
25:17.6,US,Los Angeles,34.052,-118.244,45.86,75.022,38.004,6.501,47.766,0.795,95,34.219,86.673,9.971
25:17.6,US,Los Angeles,34.052,-118.244,59.251,125.578,17.61,9.325,33.654,0.854,125,10.248,68.87,7.334
25:17.6,US,Los Angeles,34.052,-118.244,37.284,113.687,30.881,6.058,46.077,1.149,113,35.278,61.195,5.214
25:17.6,US,Los Angeles,34.052,-118.244,27.684,57.545,17.188,7.166,58.935,1.33,57,6.108,73.709,1.729
25:17.6,US,Los Angeles,34.052,-118.244,37.647,78.383,38.598,4.395,32.628,0.702,96,30.562,63.871,1.519
25:17.6,US,Los Angeles,34.052,-118.244,33.26,108.855,22.276,7.082,42.637,0.836,108,34.993,78.44,1.169
25:17.6,US,Los Angeles,34.052,-118.244,42.148,77.354,19.059,3.015,47.288,0.805,84,18.223,84.705,9.146
25:17.6,US,Los Angeles,34.052,-118.244,12.474,82.156,25.265,5.109,25.518,0.721,82,28.798,76.719,5.562
25:17.6,US,Los Angeles,34.052,-118.244,24.839,128.783,33,5.667,51.365,0.802,128,32.238,75.086,5.568
25:17.6,US,Los Angeles,34.052,-118.244,85.181,71.125,41.939,8.494,72.264,0.81,170,6.552,46.908,9.922
25:17.6,US,Los Angeles,34.052,-118.244,23.735,78.047,20.497,5.698,42.049,0.677,78,30.594,81.161,3.024
25:17.6,US,Los Angeles,34.052,-118.244,17.474,61.038,40.712,9.191,33.931,0.978,101,24.082,55.223,3.815
25:17.6,US,Los Angeles,34.052,-118.244,53.278,36.967,24.292,4.122,22.522,1.2,106,5.299,70.271,2.735
25:17.6,US,Los Angeles,34.052,-118.244,30.179,54.284,23.15,7.326,33.863,0.762,60,5.621,61.74,2.728
25:17.6,US,Los Angeles,34.052,-118.244,50.16,39.854,60.39,10.166,63.559,0.832,150,22.899,58.743,9.297
25:17.6,US,Los Angeles,34.052,-118.244,50.026,86.76,36.956,5.782,42.249,0.903,100,17.224,71.061,7.071
25:17.6,US,Los Angeles,34.052,-118.244,65.389,29.416,24.166,4.407,44.376,0.722,130,31.877,56.679,0.857
25:17.6,US,Los Angeles,34.052,-118.244,40.546,69.085,31.478,3.698,35.698,1.136,81,13.632,46.616,1.095
25:17.6,US,Los Angeles,34.052,-118.244,61.357,61.469,43.526,2.988,32.077,1.46,122,12.421,25.96,9.147
25:17.6,US,Los Angeles,34.052,-118.244,63.039,83.274,32.807,8.123,48.73,0.86,126,16.209,48.384,6.297
25:17.6,US,Los Angeles,34.052,-118.244,37.625,73.55,27.035,5.43,58.368,0.73,75,21.916,42.18,7.914
25:17.6,US,Los Angeles,34.052,-118.244,20.708,77.788,24.561,7.753,71.337,0.618,77,18.939,32.593,3.517
25:17.6,US,Los Angeles,34.052,-118.244,32.731,39.567,20.237,8.273,38.983,1.035,65,14.192,47.487,6.296
25:17.6,US,Los Angeles,34.052,-118.244,35.23,97.097,56.885,4.408,35.453,0.92,142,28.941,49.514,1.87
25:17.6,US,Los Angeles,34.052,-118.244,31.517,49.521,28.429,4.493,48.746,0.823,71,12.033,44.242,5.352
25:17.6,US,Los Angeles,34.052,-118.244,63.299,54.913,36.359,5.909,33.994,1.443,126,35.82,26.745,4.73
25:17.6,US,Los Angeles,34.052,-118.244,51.42,67.552,35.989,1.375,51.549,0.662,102,36.815,31.649,4.512
25:17.6,US,Los Angeles,34.052,-118.244,46.659,130.469,23.209,4.619,54.267,0.397,130,20.565,44.752,1.978
25:17.6,US,Los Angeles,34.052,-118.244,17.515,64.324,50.875,4.229,42.187,1.003,127,11.319,80.539,2.122
25:17.6,US,Los Angeles,34.052,-118.244,28.164,59.24,40.971,9.563,64.655,0.712,102,30.915,37.658,8.365
25:17.6,US,Los Angeles,34.052,-118.244,70.249,50.391,64.442,8.459,28.425,1.204,161,36.531,85.85,3.206
25:17.6,US,Los Angeles,34.052,-118.244,86.582,76.127,61.075,6.947,64.021,0.869,173,22.905,57.447,4.974
25:17.6,US,Los Angeles,34.052,-118.244,57.52,66.158,27.746,5.011,65.771,1.097,115,20.672,56.31,5.928
25:17.6,US,Los Angeles,34.052,-118.244,53.992,84.748,17.846,5.632,40.541,0.396,107,25.898,36.64,8.66
25:17.6,US,Los Angeles,34.052,-118.244,70.466,22.439,27.327,1.471,50.927,0.426,140,29.401,68.505,4.96
25:17.6,US,Los Angeles,34.052,-118.244,36.936,54.764,27.181,4.526,51.629,1.113,73,15.574,38.048,8.661
25:17.6,US,Los Angeles,34.052,-118.244,55.502,51.626,30.595,4.801,59.175,1.065,111,33.676,63.434,3.249
25:17.6,US,Los Angeles,34.052,-118.244,34.925,98.72,15.604,4.221,57.179,0.851,98,25.944,33.993,3.901
25:17.6,US,Los Angeles,34.052,-118.244,41.586,40.369,47.054,6.33,34.918,0.922,117,37.906,44.029,8.939
25:17.6,US,Los Angeles,34.052,-118.244,20.01,33.787,27.528,3.918,67.242,1.204,68,32.973,88.394,9.761
25:17.6,US,Los Angeles,34.052,-118.244,24.091,79.416,33.355,8.862,62.923,0.732,83,33.384,26.923,9.549
25:17.6,US,Los Angeles,34.052,-118.244,50.694,85.195,30.657,6.446,32.618,1.175,101,30.115,36.924,2.9
25:17.6,US,Los Angeles,34.052,-118.244,40.712,90.486,31.037,8.568,54.397,0.82,90,19.859,70.045,7.976
25:17.6,US,Los Angeles,34.052,-118.244,39.102,62.315,9.231,5.557,48.366,1.062,78,12.124,79.208,2.83
25:17.6,US,Los Angeles,34.052,-118.244,44.352,124.917,52.033,7.068,70.111,1.682,130,25.445,89.008,9.593
25:17.6,US,Los Angeles,34.052,-118.244,29.633,89.131,32.952,0.413,30.318,0.652,89,32.592,89.867,8.257
25:17.6,US,Los Angeles,34.052,-118.244,56.148,44.061,37.993,4.91,53.783,0.483,112,23.688,86.069,1.967
25:17.6,US,Los Angeles,34.052,-118.244,54.375,67.715,20.555,8.477,8.849,0.822,108,12.634,78.684,1.483
25:17.6,US,Los Angeles,34.052,-118.244,11.388,44.222,57.846,4.57,47.762,0.964,144,37.687,74.151,3.341
25:17.6,US,Los Angeles,34.052,-118.244,47.759,98.554,48.967,8.759,52.451,0.993,122,37.548,87.343,2.053
25:17.6,US,Los Angeles,34.052,-118.244,64.462,70.691,18.957,5.37,32.967,0.26,128,37.701,37.248,6.081
25:17.6,US,Los Angeles,34.052,-118.244,33.064,60.393,42.855,7.616,53.16,1.011,107,23.657,69.431,1.236
25:17.6,US,Los Angeles,34.052,-118.244,29.181,91.413,19.379,4.435,56.958,0.688,91,6.473,77.277,8.878
25:17.6,US,Los Angeles,34.052,-118.244,66.509,60.16,42.826,4.181,33.256,0.599,133,31.76,81.405,2.994
25:17.6,US,Los Angeles,34.052,-118.244,41.783,81.448,44.952,4.87,51.294,1.055,112,12.586,84.129,3.228
25:17.6,US,Los Angeles,34.052,-118.244,47.99,62.026,25.192,8.873,52.583,1.062,95,17.745,63.097,5.726
25:17.6,US,Los Angeles,34.052,-118.244,26.656,23.552,38.32,7.734,32.347,0.798,95,23.863,73.685,4.93
25:17.6,US,Los Angeles,34.052,-118.244,51.902,43.672,17.751,7.837,46.618,0.825,103,27.778,33.594,6.531
25:17.6,US,Los Angeles,34.052,-118.244,68.369,99.497,6.089,6.902,57.996,1.288,136,26.856,51.129,5.807
25:17.6,US,Los Angeles,34.052,-118.244,36.198,136.528,36.398,6.149,57.424,1.056,136,23.393,76.04,6.347
25:17.6,US,Los Angeles,34.052,-118.244,13.456,80.319,37.129,4.834,55.853,1.018,92,19.281,51.489,7.217
25:17.6,US,Los Angeles,34.052,-118.244,43.803,57.537,30.221,9.992,31.465,1.103,87,8.072,36.866,6.024
25:17.6,US,Los Angeles,34.052,-118.244,34.521,52.063,27.01,0.138,52.034,0.548,69,29.941,80.281,5.922
25:17.6,US,Los Angeles,34.052,-118.244,42.431,73.998,33.462,2.018,53.894,1.135,84,24.409,47.413,3.638
25:17.6,US,Los Angeles,34.052,-118.244,44.305,3.196,41.623,11.598,66.42,0.767,104,9.713,37.211,2.054
25:17.6,US,Los Angeles,34.052,-118.244,14.941,36.217,41.126,4.59,74.74,0.497,102,36.463,51.452,7.099
25:17.6,US,Los Angeles,34.052,-118.244,56.592,50.114,32.327,7.754,62.048,1.006,113,19.91,30.79,7.604
25:17.6,US,Los Angeles,34.052,-118.244,37.36,77.426,45.678,1.716,75.054,0.784,114,31.079,53.99,1.949
25:17.6,US,Los Angeles,34.052,-118.244,19.118,49.802,67.194,6.334,36.369,0.542,167,12.58,56.759,9.132
25:17.6,US,Los Angeles,34.052,-118.244,58.728,61.715,20.401,11.095,65.908,0.458,117,10.36,73.183,6.452
25:17.6,US,Los Angeles,34.052,-118.244,32.3,91.458,28.619,2.224,67.877,1.179,91,16.789,76.893,1.482
25:17.6,US,Los Angeles,34.052,-118.244,21.981,94.986,20.963,7.71,71.579,0.928,94,25.758,35.458,2.511
25:17.6,US,Los Angeles,34.052,-118.244,25.838,17.065,55.103,8.363,55.864,0.753,137,30.085,85.179,9.481
25:17.6,US,Los Angeles,34.052,-118.244,61.542,103.78,51.515,7.068,48.029,0.767,128,36.318,86.794,7.009
25:17.6,US,Los Angeles,34.052,-118.244,42.144,84.96,38.838,6.549,43.183,0.564,97,36.047,43.441,0.934
25:17.6,GB,London,51.507,-0.128,43.32,67.917,43.39,5.677,54.58,0.925,108,34.044,71.339,8.102
25:17.6,GB,London,51.507,-0.128,52.33,92.035,38.239,7.972,39.335,0.427,104,9.583,81.079,1.437
25:17.6,GB,London,51.507,-0.128,23.538,79.161,11.975,3.516,32.795,0.608,79,14.089,58.8,6.767
25:17.6,GB,London,51.507,-0.128,34.018,53.511,46.125,4.457,45.991,0.605,115,19.869,72.881,8.373
25:17.6,GB,London,51.507,-0.128,36.877,61.674,20.249,7.225,46.191,0.882,73,5.751,35.912,6.218
25:17.6,GB,London,51.507,-0.128,54.692,68.279,28.013,3.556,39.621,1.087,109,7.207,76.408,7.326
25:17.6,GB,London,51.507,-0.128,34.153,102.954,34.646,4.441,36.583,1.173,102,16.767,74.376,4.092
25:17.6,GB,London,51.507,-0.128,32.669,25.956,12.828,5.363,43.009,0.896,65,20.564,38.582,2.782
25:17.6,GB,London,51.507,-0.128,22.577,77.14,10.503,10.975,39.907,1.026,77,24.384,36.673,1.955
25:17.6,GB,London,51.507,-0.128,61.066,73.724,28.413,1.273,34.444,1.088,122,19.333,32.841,7.214
25:17.6,GB,London,51.507,-0.128,26.024,50.162,43.972,8.019,37.677,1.122,109,14.783,58.913,7.64
25:17.6,GB,London,51.507,-0.128,64.2,65.609,6.463,4.71,39.151,0.606,128,21.242,25.112,5.426
25:17.6,GB,London,51.507,-0.128,45.136,64.593,36.324,7.114,72.518,0.773,90,9.746,66.278,9.1
25:17.6,GB,London,51.507,-0.128,45.385,80.974,23.728,9.953,34.938,1.167,90,18.147,32.96,0.983
25:17.6,GB,London,51.507,-0.128,35.573,44.354,32.952,8.105,85.979,0.904,82,33.06,36.98,8.485
25:17.6,GB,London,51.507,-0.128,29.361,88.014,15.853,8.297,37.791,1.425,88,13.273,50.421,4.806
25:17.6,GB,London,51.507,-0.128,65.367,96.361,38.867,2.375,45.715,0.689,130,29.586,86.456,2.991
25:17.6,GB,London,51.507,-0.128,11.656,100.878,31.057,3.818,41.704,0.675,100,37.327,84.829,6.144
25:17.6,GB,London,51.507,-0.128,71.625,120.321,25.087,8.156,74.826,0.405,143,26.519,75.211,2.395
25:17.6,GB,London,51.507,-0.128,58.322,109.529,36.449,7.435,40.616,0.94,116,32.608,71.095,6.688
25:17.6,GB,London,51.507,-0.128,52.858,71.641,18.382,5.978,54.64,1.084,105,21.937,86.454,9.031
25:17.6,GB,London,51.507,-0.128,47.71,58.358,17.766,12.882,28.411,0.662,95,35.914,38.33,8.941
25:17.6,GB,London,51.507,-0.128,44.388,65.953,46.87,7.169,66.485,0.749,117,36.169,31.041,1.642
25:17.6,GB,London,51.507,-0.128,62.188,101.385,29.888,2.805,73.743,0.777,124,20.823,31.097,1.024
25:17.6,GB,London,51.507,-0.128,63.078,97.911,19.68,7.407,56.474,1.346,126,16.83,64.24,2.169
25:17.6,GB,London,51.507,-0.128,107.144,43.819,13.389,4.601,21.68,0.89,214,19.055,66.245,1.637
25:17.6,GB,London,51.507,-0.128,29.864,63.706,38.452,4.833,46.441,1.138,96,24.113,28.178,4.548
25:17.6,GB,London,51.507,-0.128,40.914,104.864,44.954,7.544,32.46,0.836,112,20.427,59.215,7.724
25:17.6,GB,London,51.507,-0.128,49.842,96.6,25.764,4.43,46.946,0.711,99,33.684,56.633,5.968
25:17.6,GB,London,51.507,-0.128,46.127,43.98,12.64,5.263,28.907,0.508,92,10.71,43.844,3.169
25:17.6,GB,London,51.507,-0.128,33.337,88.816,61.361,11.759,33.911,0.776,153,30.388,76.076,9.044
25:17.6,GB,London,51.507,-0.128,38.513,94.41,29.041,5.912,52.219,0.718,94,34.361,56.4,2.767
25:17.6,GB,London,51.507,-0.128,16.974,58.186,43.276,5.864,32.837,0.505,108,27.843,76.765,5.742
25:17.6,GB,London,51.507,-0.128,18.823,44.564,25.499,8.075,55.918,0.934,63,19.931,36.123,4.615
25:17.6,GB,London,51.507,-0.128,13.049,97.416,58.898,4.882,47.058,0.904,147,10.622,85.853,1.615
25:17.6,GB,London,51.507,-0.128,75.614,94.441,25.386,3.111,87.872,1.217,151,5.534,32.006,3.752
25:17.6,GB,London,51.507,-0.128,41.913,76.823,14.733,6.701,39.486,0.395,83,22.701,51.336,6.849
25:17.6,GB,London,51.507,-0.128,41.023,28.873,40.643,7.627,68.307,1.266,101,18.337,32.515,2.921
25:17.6,GB,London,51.507,-0.128,18.626,69.22,21.682,5.195,37.033,0.562,69,15.222,29.14,0.947
25:17.6,GB,London,51.507,-0.128,38.926,60.921,43.881,10.759,43.691,0.91,109,37.597,26.72,2.95
25:17.6,GB,London,51.507,-0.128,4.424,76.57,48.787,5.532,37.698,0.261,121,12.472,73.69,9.867
25:17.6,GB,London,51.507,-0.128,60.385,86.827,42.851,0.509,50.22,0.501,120,12.17,54.195,9.054
25:17.6,GB,London,51.507,-0.128,27.654,98.837,46.912,7.447,29.64,1.558,117,24.514,76.935,0.848
25:17.6,GB,London,51.507,-0.128,52.641,121.922,24.16,5.307,51.029,1.126,121,37.005,51.893,8.63
25:17.6,GB,London,51.507,-0.128,44.257,42.628,42.375,7.824,39.336,0.923,105,16.257,33.564,3.314
25:17.6,GB,London,51.507,-0.128,35.471,63.843,33.812,9.766,41.254,0.654,84,21.455,81.327,1.881
25:17.6,GB,London,51.507,-0.128,43.597,41.639,15.69,5.814,36.404,0.971,87,36.252,89.766,4.766
25:17.6,GB,London,51.507,-0.128,20.526,58.319,23.8,9.95,61.224,1.077,59,8.031,65.108,6.864
25:17.6,GB,London,51.507,-0.128,48.762,60.941,0.27,6.634,55.857,0.652,97,35.708,65.392,7.504
25:17.6,GB,London,51.507,-0.128,47.448,102.52,11.064,4.952,39.455,1.037,102,17.311,35.425,4.139
25:17.6,GB,London,51.507,-0.128,42.802,80.633,28.914,9.62,18.193,0.437,85,19.496,68.832,4.117
25:17.6,GB,London,51.507,-0.128,47.739,70.495,47.399,9.423,32.378,0.842,118,11.641,58.235,0.951
25:17.6,GB,London,51.507,-0.128,44.204,85.02,27.238,9.591,55.666,0.995,88,27.85,49.058,2.19
25:17.6,GB,London,51.507,-0.128,43.775,88.591,39.524,5.499,63.615,0.767,98,11.253,45.462,7.763
25:17.6,GB,London,51.507,-0.128,50.634,64.269,24.846,9.193,47.696,0.929,101,15.34,39.328,7.171
25:17.6,GB,London,51.507,-0.128,49.27,51.667,36.846,7.773,28.85,0.983,98,10.686,76.698,4.29
25:17.6,GB,London,51.507,-0.128,40.589,72.902,61.025,8.421,42.548,1.207,152,34.416,84.021,5.844
25:17.6,GB,London,51.507,-0.128,36.455,41.404,30.029,7.092,32.176,0.519,75,13.693,26.108,1.56
25:17.6,GB,London,51.507,-0.128,34.687,46.159,18.797,3.27,79.264,1.072,69,9.836,67.791,4.645
25:17.6,GB,London,51.507,-0.128,23.404,80.047,18.02,4.613,45.648,0.941,80,26.306,65.718,5.216
25:17.6,GB,London,51.507,-0.128,45.434,56.579,35.075,9.983,33.107,0.734,90,27.803,25.869,1.335
25:17.6,GB,London,51.507,-0.128,43.707,82.167,31.049,4.845,34.888,0.55,87,34.072,30.236,6.787
25:17.6,GB,London,51.507,-0.128,39.531,77.335,22.943,0.558,43.13,0.863,79,6.057,61.634,7.791
25:17.6,GB,London,51.507,-0.128,34.136,62.673,24.061,8.454,77.701,0.782,68,19.79,39.111,9.549
25:17.6,GB,London,51.507,-0.128,55.479,86.251,21.666,4.488,53.183,1.048,110,29.041,43.584,8.601
25:17.6,GB,London,51.507,-0.128,42.624,98.031,20.77,7.232,26.167,0.619,98,15.845,48.18,1.841
25:17.6,GB,London,51.507,-0.128,11.829,90.533,34.745,6.647,60.734,0.705,90,15.602,89.308,8.98
25:17.6,GB,London,51.507,-0.128,77.211,131.395,46.543,1.962,44.426,0.79,154,20.719,75.908,4.757
25:17.6,GB,London,51.507,-0.128,57.784,125.14,33.001,7.815,57.387,0.646,125,19.918,30.356,4.78
25:17.6,GB,London,51.507,-0.128,9.985,67.874,32.34,3.653,53.558,1.033,80,15.445,71.196,5.969
25:17.6,GB,London,51.507,-0.128,6.107,37.626,54.26,7.311,59.25,0.975,135,20.535,72.81,7.042
25:17.6,GB,London,51.507,-0.128,11.234,119.987,36.913,2.333,48.872,1.218,119,20.722,35.71,9.362
25:17.6,GB,London,51.507,-0.128,39.48,57.05,26.359,8.552,71.307,1.188,78,6.606,89.208,4.608
25:17.6,GB,London,51.507,-0.128,23.294,63.152,34.083,3.515,36.856,1.163,85,28.15,30.238,0.939
25:17.6,GB,London,51.507,-0.128,41.383,36.078,30.698,7.892,33.749,0.573,82,7.159,86.071,7.295
25:17.6,GB,London,51.507,-0.128,10.86,38.582,46.647,5.094,39.797,0.486,116,11.924,82.674,9.901
25:17.6,GB,London,51.507,-0.128,26.882,90.571,66.411,9.493,58.896,0.486,166,31.624,39.415,4.977
25:17.6,GB,London,51.507,-0.128,39.252,74.455,31.623,7.054,71.13,0.985,79,36.024,47.251,4.049
25:17.6,GB,London,51.507,-0.128,22.884,52.736,23.515,6.592,48.822,0.507,58,22.243,83.047,5.481
25:17.6,GB,London,51.507,-0.128,28.835,77.58,37.89,6.443,42.66,0.752,94,7.485,57.993,7.627
25:17.6,GB,London,51.507,-0.128,45.327,115.547,33.7,8.559,35.399,0.49,115,22.138,41.613,0.676
25:17.6,GB,London,51.507,-0.128,10.48,59.408,17.444,5.551,56.903,0.666,59,19.069,28.967,1.794
25:17.6,GB,London,51.507,-0.128,15.064,80.447,35.057,6.172,38.74,1.119,87,37.942,48.716,5.048
25:17.6,GB,London,51.507,-0.128,41.471,66.355,50.102,7.643,63.854,0.792,125,35.717,37.901,9.43
25:17.6,GB,London,51.507,-0.128,27.452,105.98,53.951,11.924,15.902,0.467,134,13.627,39.998,9.576
25:17.6,GB,London,51.507,-0.128,56.373,76.179,35.594,6.293,39.115,0.56,112,37.69,62.688,9.452
25:17.6,GB,London,51.507,-0.128,43.643,72.445,50.215,6.209,39.548,0.931,125,20.359,49.389,6.927
25:17.6,GB,London,51.507,-0.128,8.34,35.167,11.29,6.756,57.968,1.046,35,27.061,41.361,7.509
25:17.6,GB,London,51.507,-0.128,60.489,98.912,49.76,4.684,35.777,1.437,124,8.456,43.115,2.79
25:17.6,GB,London,51.507,-0.128,6.631,71.139,36.345,0.951,47.601,0.719,90,37.53,61.057,1.671
25:17.6,GB,London,51.507,-0.128,20.278,81.085,9.689,5.068,50.418,0.514,81,12.206,41.153,8.724
25:17.6,GB,London,51.507,-0.128,11.607,90.46,64.248,6.46,32.964,0.873,160,16.335,65.1,8.178
25:17.6,GB,London,51.507,-0.128,84.168,12.152,20.922,6.124,49.976,0.528,168,8.418,68.914,8.75
25:17.6,GB,London,51.507,-0.128,42.738,47.764,29.055,5.3,59.864,0.821,85,31.214,30.958,5.459
25:17.6,GB,London,51.507,-0.128,39.193,44.933,30.248,2.713,46.738,0.726,78,37.044,76.121,0.788
25:17.6,GB,London,51.507,-0.128,54.195,35.982,41.29,3.753,54.404,0.882,108,26.677,33.315,3.4
25:17.6,GB,London,51.507,-0.128,37.933,104.569,25.563,5.827,42.133,0.928,104,21.092,39.688,0.605
25:17.6,GB,London,51.507,-0.128,46.036,84.155,20.199,8.85,51.288,1.18,92,6.22,58.494,7.786
25:17.6,GB,London,51.507,-0.128,43.677,39.78,42.713,3.844,9.039,0.315,106,26.202,58.897,0.999
25:17.6,GB,London,51.507,-0.128,34.924,64.735,35.818,8.226,34.69,0.604,89,8.422,41.8,4.42
25:17.6,GB,London,51.507,-0.128,54.586,79.199,32.945,4.498,58.594,0.854,109,36.762,73.126,9.004
25:17.6,GB,London,51.507,-0.128,31.308,96.779,34.449,5.841,66.081,0.55,96,10.976,27.87,8.067
25:17.6,GB,London,51.507,-0.128,33.416,97.478,26.965,2.47,72.457,0.932,97,33.864,54.759,8.529
25:17.6,GB,London,51.507,-0.128,5.177,54.905,23.947,7.363,61.348,0.799,59,29.8,73.467,3.802
25:17.6,GB,London,51.507,-0.128,47.279,112.792,31.156,8.597,49.959,1.076,112,12.853,40.786,6.084
25:17.6,GB,London,51.507,-0.128,21.969,63.64,9.979,4.921,49.416,0.855,63,21.106,78.701,8.578
25:17.6,GB,London,51.507,-0.128,71.229,88.325,14.22,4.067,52.12,1.357,142,36.047,86.007,9.166
25:17.6,GB,London,51.507,-0.128,19.889,93.763,29.48,6.791,49.271,0.728,93,7.005,87.134,2.063
25:17.6,GB,London,51.507,-0.128,37.642,90.535,51.558,9.299,46.558,0.825,128,6.682,55.027,5.698
25:17.6,GB,London,51.507,-0.128,57.412,69.237,49.078,6.723,35.823,0.242,122,32.873,31.22,1.75
25:17.6,GB,London,51.507,-0.128,64.637,123.837,28.702,2.896,52.525,0.923,129,13.54,84.581,1.344
25:17.6,GB,London,51.507,-0.128,58.834,56.908,53.925,5.223,34.504,0.535,134,12.706,68.103,6.781
25:17.6,GB,London,51.507,-0.128,72.848,56.356,34.655,5.316,39.346,0.583,145,34.205,30.769,1.599
25:17.6,GB,London,51.507,-0.128,16.091,24.107,3.509,8.576,60.779,0.994,32,5.133,40.837,3.747
25:17.6,GB,London,51.507,-0.128,15.983,74.691,36.013,9.811,48.286,1.287,90,9.871,65.06,0.873
25:17.6,GB,London,51.507,-0.128,72.536,6.275,33.119,9.968,41.157,1.111,145,17.63,46.809,0.715
25:17.6,GB,London,51.507,-0.128,28.874,121.683,27.221,5.048,33.999,0.78,121,16.283,80.802,7.625
25:17.6,GB,London,51.507,-0.128,27.294,57.533,41.184,4.749,35.697,1.015,102,28.17,86.277,7.802
